day;month;year;Plot;Subplot;Moisture;Salinity;Salinity_mean;Sensor;Observations;;
3;26;2019;3;E4;NA;0.028;0.028;5;;;
3;26;2019;3;E5;6.5;0.039;0.039;5;;;
3;26;2019;3;E6;2.2;0.034;0.034;5;;;
3;26;2019;3;F1;NA;0.021;0.021;5;;;
3;26;2019;3;F2;NA;0.019;0.019;5;;;
3;26;2019;3;F3;3.6;0.006;0.006;5;;;
3;26;2019;3;F4;10.3;0.057;0.057;5;;;
3;26;2019;3;F5;2.4;0.044;0.044;5;;;
3;26;2019;3;F6;1.9;0.033;0.033;5;;;
3;26;2019;4;A1;25.3;0.296;0.296;5;;;
3;26;2019;4;A2;10.9;0.139;0.139;5;;;
3;26;2019;4;A3;10.4;0.092;0.092;5;;;
3;26;2019;4;A4;10.9;0.099;0.099;5;;;
3;26;2019;4;A5;NA;NA;0.165 ;5;;;
3;26;2019;4;A6;NA;NA;0.165 ;5;;;
3;26;2019;4;B1;25.8;0.235;0.235;5;;;
3;26;2019;4;B2;10.5;0.121;0.121;5;;;
3;26;2019;4;B3;NA;NA;0.165 ;5;;;
3;26;2019;4;B4;NA;NA;0.165 ;5;;;
3;26;2019;4;B5;7.3;0.044;0.044;5;;;
3;26;2019;4;B6;8.9;0.069;0.069;5;;;
3;26;2019;4;C1;11.0;0.158;0.158;5;;;
3;26;2019;4;C2;10.6;0.090;0.090;5;;;
3;26;2019;4;C3;10.7;0.097;0.097;5;;;
3;26;2019;4;C4;NA;NA;0.165 ;5;;;
3;26;2019;4;C5;NA;NA;0.165 ;5;;;
3;26;2019;4;C6;10.4;0.094;0.094;5;;;
3;26;2019;4;D1;10.4;0.104;0.104;5;;;
3;26;2019;4;D2;10.1;0.118;0.118;5;;;
3;26;2019;4;D3;6.3;0.057;0.057;5;;;
3;26;2019;4;D4;5.8;0.042;0.042;5;;;
3;26;2019;4;D5;8.1;0.073;0.073;5;;;
3;26;2019;4;D6;11.1;0.180;0.180;5;;;
3;26;2019;4;E1;2.3;0.038;0.038;5;;;
3;26;2019;4;E2;10.3;0.097;0.097;5;;;
3;26;2019;4;E3;2.6;0.033;0.033;5;;;
3;26;2019;4;E4;NA;0.026;0.026;5;;;
3;26;2019;4;E5;NA;0.034;0.034;5;;;
3;26;2019;4;E6;2.8;0.049;0.049;5;;;
3;26;2019;4;F1;9.8;0.087;0.087;5;;;
3;26;2019;4;F2;3.2;0.035;0.035;5;;;
3;26;2019;4;F3;11.3;0.115;0.115;5;;;
3;26;2019;4;F4;5.3;0.049;0.049;5;;;
3;26;2019;4;F5;8.6;0.069;0.069;5;;;
3;26;2019;4;F6;7.6;0.069;0.069;5;;;
3;26;2019;5;A1;10.0;0.128;0.128;5;;;
3;26;2019;5;A2;11.4;0.145;0.145;5;;;
3;26;2019;5;A3;10.8;0.118;0.118;5;;;
3;26;2019;5;A4;5.6;0.054;0.054;5;;;
3;26;2019;5;A5;11.0;0.112;0.112;5;;;
3;26;2019;5;A6;8.0;0.072;0.072;5;;;
3;26;2019;5;B1;11.1;0.134;0.134;5;;;
3;26;2019;5;B2;NA;0.052;0.052;5;;;
3;26;2019;5;B3;10.3;0.067;0.067;5;;;
3;26;2019;5;B4;10.4;0.091;0.091;5;;;
3;26;2019;5;B5;7.4;0.101;0.101;5;;;
3;26;2019;5;B6;11.1;0.157;0.157;5;;;
3;26;2019;5;C1;10.7;0.070;0.070;5;;;
3;26;2019;5;C2;5.9;0.039;0.039;5;;;
3;26;2019;5;C3;10.9;0.083;0.083;5;;;
3;26;2019;5;C4;5.8;0.064;0.064;5;;;
3;26;2019;5;C5;10.2;0.072;0.072;5;;;
3;26;2019;5;C6;9.7;0.118;0.118;5;;;
3;26;2019;5;D1;10.1;0.036;0.036;5;;;
3;26;2019;5;D2;4.5;0.020;0.020;5;;;
3;26;2019;5;D3;11.1;0.191;0.191;5;;;
3;26;2019;5;D4;10.4;0.066;0.066;5;;;
3;26;2019;5;D5;25.9;0.202;0.202;5;;;
3;26;2019;5;D6;11.2;0.145;0.145;5;;;
3;26;2019;5;E1;10.9;0.103;0.103;5;;;
3;26;2019;5;E2;8.5;0.071;0.071;5;;;
3;26;2019;5;E3;10.5;0.078;0.078;5;;;
3;26;2019;5;E4;2.5;0.044;0.044;5;;;
3;26;2019;5;E5;10.8;0.090;0.090;5;;;
3;26;2019;5;E6;10.6;0.108;0.108;5;;;
3;26;2019;5;F1;10.6;0.105;0.105;5;;;
3;26;2019;5;F2;NA;0.026;0.026;5;;;
3;26;2019;5;F3;NA;0.020;0.020;5;;;
3;26;2019;5;F4;6.7;0.053;0.053;5;;;
3;26;2019;5;F5;6.6;0.066;0.066;5;;;
3;26;2019;5;F6;6.5;0.078;0.078;5;;;
3;26;2019;6;A1;10.3;0.126;0.126;5;;;
3;26;2019;6;A2;10.5;0.160;0.160;5;;;
3;26;2019;6;A3;10.3;0.098;0.098;5;;;
3;26;2019;6;A4;11.4;0.163;0.163;5;;;
3;26;2019;6;A5;10.5;0.096;0.096;5;;;
3;26;2019;6;A6;10.8;0.126;0.126;5;;;
3;26;2019;6;B1;7.6;0.082;0.082;5;;;
3;26;2019;6;B2;11.1;0.185;0.185;5;;;
3;26;2019;6;B3;11.7;0.153;0.153;5;;;
3;26;2019;6;B4;10.6;0.129;0.129;5;;;
3;26;2019;6;B5;11.3;0.148;0.148;5;;;
3;26;2019;6;B6;10.7;0.058;0.058;5;;;
3;26;2019;6;C1;11.1;0.144;0.144;5;;;
3;26;2019;6;C2;NA;0.268;0.268;5;;;
3;26;2019;6;C3;10.3;0.099;0.099;5;;;
3;26;2019;6;C4;10.5;0.118;0.118;5;;;
3;26;2019;6;C5;10.2;0.092;0.092;5;;;
3;26;2019;6;C6;11.5;0.151;0.151;5;;;
3;26;2019;6;D1;NA;0.077;0.077;5;;;
3;26;2019;6;D2;10.9;0.111;0.111;5;;;
3;26;2019;6;D3;11.8;0.167;0.167;5;;;
3;26;2019;6;D4;10.6;0.068;0.068;5;;;
3;26;2019;6;D5;11.2;0.061;0.061;5;;;
3;26;2019;6;D6;10.6;0.087;0.087;5;;;
3;26;2019;6;E1;10.3;0.092;0.092;5;;;
3;26;2019;6;E2;10.6;0.113;0.113;5;;;
3;26;2019;6;E3;11.6;0.183;0.183;5;;;
3;26;2019;6;E4;11.1;0.105;0.105;5;;;
3;26;2019;6;E5;10.4;0.114;0.114;5;;;
3;26;2019;6;E6;10.5;0.106;0.106;5;;;
3;26;2019;6;F1;6.4;0.054;0.054;5;;;
3;26;2019;6;F2;10.8;0.115;0.115;5;;;
3;26;2019;6;F3;11.0;0.158;0.158;5;;;
3;26;2019;6;F4;9.9;0.065;0.065;5;;;
3;26;2019;6;F5;7.3;0.097;0.097;5;;;
3;26;2019;6;F6;11.0;0.118;0.118;5;;;
3;26;2019;7;A1;11.0;0.106;0.106;5;;;
3;26;2019;7;A2;NA;0.201;0.201;5;;;
3;26;2019;7;A3;2.8;0.292;0.292;5;;;
3;26;2019;7;A4;7.3;0.059;0.059;5;;;
3;26;2019;7;A5;2.1;0.032;0.032;5;;;
3;26;2019;7;A6;7.1;0.048;0.048;5;;;
3;26;2019;7;B1;7.0;0.038;0.038;5;;;
3;26;2019;7;B2;8.1;0.066;0.066;5;;;
3;26;2019;7;B3;9.9;0.094;0.094;5;;;
3;26;2019;7;B4;7.4;0.070;0.070;5;;;
3;26;2019;7;B5;8.0;0.063;0.063;5;;;
3;26;2019;7;B6;6.4;0.056;0.056;5;;;
3;26;2019;7;C1;11.7;0.180;0.180;5;;;
3;26;2019;7;C2;26.4;0.267;0.267;5;;;
3;26;2019;7;C3;10.8;0.111;0.111;5;;;
3;26;2019;7;C4;NA;0.018;0.018;5;;;
3;26;2019;7;C5;7.5;0.069;0.069;5;;;
3;26;2019;7;C6;11.6;0.028;0.028;5;;;
3;26;2019;7;D1;26.3;0.303;0.303;5;;;
3;26;2019;7;D2;27.1;0.271;0.271;5;;;
3;26;2019;7;D3;7.4;0.049;0.049;5;;;
3;26;2019;7;D4;5.6;0.049;0.049;5;;;
3;26;2019;7;D5;9.3;0.085;0.085;5;;;
3;26;2019;7;D6;NA;0.037;0.037;5;;;
3;26;2019;7;E1;11.2;0.144;0.144;5;;;
3;26;2019;7;E2;10.4;0.072;0.072;5;;;
3;26;2019;7;E3;9.1;0.066;0.066;5;;;
3;26;2019;7;E4;2.5;0.045;0.045;5;;;
3;26;2019;7;E5;10.9;0.124;0.124;5;;;
3;26;2019;7;E6;11.0;0.128;0.128;5;;;
3;26;2019;7;F1;9.7;0.112;0.112;5;;;
3;26;2019;7;F2;11.0;0.119;0.119;5;;;
3;26;2019;7;F3;10.8;0.109;0.109;5;;;
3;26;2019;7;F4;10.3;0.080;0.080;5;;;
3;26;2019;7;F5;10.3;0.108;0.108;5;;;
3;26;2019;7;F6;25.6;0.236;0.236;5;;;
3;26;2019;8;A1;11.3;0.168;0.168;5;;;
3;26;2019;8;A2;NA;0.064;0.064;5;;;
3;26;2019;8;A3;11.1;0.161;0.161;5;;;
3;26;2019;8;A4;10.7;0.114;0.114;5;;;
3;26;2019;8;A5;8.1;0.100;0.100;5;;;
3;26;2019;8;A6;11.2;0.022;0.022;5;;;
3;26;2019;8;B1;NA;0.237;0.237;5;;;
3;26;2019;8;B2;9.5;0.086;0.086;5;;;
3;26;2019;8;B3;2.6;0.046;0.046;5;;;
3;26;2019;8;B4;8.1;0.068;0.068;5;;;
3;26;2019;8;B5;10.4;0.069;0.069;5;;;
3;26;2019;8;B6;2.9;0.045;0.045;5;;;
3;26;2019;8;C1;NA;0.223;0.223;5;;;
3;26;2019;8;C2;10.3;0.119;0.119;5;;;
3;26;2019;8;C3;9.8;0.089;0.089;5;;;
3;26;2019;8;C4;6.1;0.058;0.058;5;;;
3;26;2019;8;C5;9.4;0.093;0.093;5;;;
3;26;2019;8;C6;8.8;0.071;0.071;5;;;
3;26;2019;8;D1;4.1;0.048;0.048;5;;;
3;26;2019;8;D2;11.2;0.152;0.152;5;;;
3;26;2019;8;D3;7.0;0.044;0.044;5;;;
3;26;2019;8;D4;9.5;0.076;0.076;5;;;
3;26;2019;8;D5;8.3;0.078;0.078;5;;;
3;26;2019;8;D6;7.7;0.058;0.058;5;;;
3;26;2019;8;E1;11.4;0.183;0.183;5;;;
3;26;2019;8;E2;NA;0.030;0.030;5;;;
3;26;2019;8;E3;3.8;0.046;0.046;5;;;
3;26;2019;8;E4;8.7;0.067;0.067;5;;;
3;26;2019;8;E5;NA;0.055;0.055;5;;;
3;26;2019;8;E6;9.0;0.061;0.061;5;;;
3;26;2019;8;F1;10.3;0.113;0.113;5;;;
3;26;2019;8;F2;10.7;0.226;0.226;5;;;
3;26;2019;8;F3;NA;0.071;0.071;5;;;
3;26;2019;8;F4;21.5;0.242;0.242;5;;;
3;26;2019;8;F5;7.1;0.069;0.069;5;;;
3;26;2019;8;F6;7.6;0.078;0.078;5;;;
3;26;2019;9;A1;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;A2;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;A3;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;A4;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;A5;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;A6;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;B1;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;B2;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;B3;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;B4;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;B5;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;B6;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;C1;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;C2;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;C3;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;C4;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;C5;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;C6;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;D1;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;D2;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;D3;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;D4;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;D5;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;D6;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;E1;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;E2;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;E3;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;E4;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;E5;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;E6;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;F1;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;F2;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;F3;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;F4;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;F5;NA;NA;0.0944;NA;Negativos, no se toman datos;;
3;26;2019;9;F6;NA;NA;0.0944;NA;Negativos, no se toman datos;;
4;9;2019;1;A1;11.4;0.656;0.656;5;;;
4;9;2019;1;A2;11.3;0.145;0.145;5;;;
4;9;2019;1;A3;11.0;0.159;0.159;5;;;
4;9;2019;1;A4;9.7;0.110;0.110;5;;;
4;9;2019;1;A5;9.3;0.126;0.126;5;;;
4;9;2019;1;A6;10.1;0.111;0.111;5;;;
4;9;2019;1;B1;10.7;0.131;0.131;5;;;
4;9;2019;1;B2;10.8;0.169;0.169;5;;;
4;9;2019;1;B3;6.3;0.025;0.025;5;;;
4;9;2019;1;B4;11.2;0.163;0.163;5;;;
4;9;2019;1;B5;10.8;0.141;0.141;5;;;
4;9;2019;1;B6;10.5;0.130;0.130;5;;;
4;9;2019;1;C1;11.4;0.193;0.193;5;;;
4;9;2019;1;C2;11.1;0.070;0.070;5;;;
4;9;2019;1;C3;10.2;0.152;0.152;5;;;
4;9;2019;1;C4;10.8;0.151;0.151;5;;;
4;9;2019;1;C5;3.1;0.055;0.055;5;;;
4;9;2019;1;C6;10.9;0.137;0.137;5;;;
4;9;2019;1;D1;4.8;0.024;0.024;5;;;
4;9;2019;1;D2;10.1;0.105;0.105;5;;;
4;9;2019;1;D3;2.9;0.106;0.106;5;;;
4;9;2019;1;D4;4.7;0.040;0.040;5;;;
4;9;2019;1;D5;10.0;0.104;0.104;5;;;
4;9;2019;1;D6;11.7;0.174;0.174;5;;;
4;9;2019;1;E1;NA;0.067;0.067;5;;;
4;9;2019;1;E2;9.1;0.093;0.093;5;;;
4;9;2019;1;E3;9.1;0.088;0.088;5;;;
4;9;2019;1;E4;9.9;0.095;0.095;5;;;
4;9;2019;1;E5;10.2;0.080;0.080;5;;;
4;9;2019;1;E6;7.5;0.098;0.098;5;;;
4;9;2019;1;F1;10.7;0.139;0.139;5;;;
4;9;2019;1;F2;9.1;0.086;0.086;5;;;
4;9;2019;1;F3;3.0;0.052;0.052;5;;;
4;9;2019;1;F4;6.8;0.066;0.066;5;;;
4;9;2019;1;F5;5.9;0.047;0.047;5;;;
4;9;2019;1;F6;8.2;0.105;0.105;5;;;
4;9;2019;2;A1;4.2;0.059;0.059;5;;;
4;9;2019;2;A2;5.5;0.051;0.051;5;;;
4;9;2019;2;A3;10.4;0.098;0.098;5;;;
4;9;2019;2;A4;7.6;0.063;0.063;5;;;
4;9;2019;2;A5;3.0;0.030;0.030;5;;;
4;9;2019;2;A6;3.4;0.030;0.030;5;;;
4;9;2019;2;B1;5.7;0.043;0.043;5;;;
4;9;2019;2;B2;3.0;0.061;0.061;5;;;
4;9;2019;2;B3;8.3;0.073;0.073;5;;;
4;9;2019;2;B4;5.7;0.045;0.045;5;;;
4;9;2019;2;B5;1.6;0.031;0.031;5;;;
4;9;2019;2;B6;5.0;0.046;0.046;5;;;
4;9;2019;2;C1;7.2;0.076;0.076;5;;;
4;9;2019;2;C2;8.1;0.068;0.068;5;;;
4;9;2019;2;C3;8.0;0.073;0.073;5;;;
4;9;2019;2;C4;3.1;0.026;0.026;5;;;
4;9;2019;2;C5;2.8;0.051;0.051;5;;;
4;9;2019;2;C6;1.0;0.027;0.027;5;;;
4;9;2019;2;D1;3.3;0.030;0.030;5;;;
4;9;2019;2;D2;8.7;0.075;0.075;5;;;
4;9;2019;2;D3;2.9;0.046;0.046;5;;;
4;9;2019;2;D4;1.1;0.023;0.023;5;;;
4;9;2019;2;D5;9.8;0.088;0.088;5;;;
4;9;2019;2;D6;2.4;0.033;0.033;5;;;
4;9;2019;2;E1;6.3;0.043;0.043;5;;;
4;9;2019;2;E2;6.4;0.042;0.042;5;;;
4;9;2019;2;E3;8.7;0.067;0.067;5;;;
4;9;2019;2;E4;4.2;0.022;0.022;5;;;
4;9;2019;2;E5;1.0;0.029;0.029;5;;;
4;9;2019;2;E6;NA;0.003;0.003;5;;;
4;9;2019;2;F1;2.3;0.031;0.031;5;;;
4;9;2019;2;F2;6.6;0.055;0.055;5;;;
4;9;2019;2;F3;8.6;0.056;0.056;5;;;
4;9;2019;2;F4;5.9;0.027;0.027;5;;;
4;9;2019;2;F5;7.3;0.028;0.028;5;;;
4;9;2019;2;F6;0.7;0.021;0.021;5;;;
4;9;2019;3;A1;9.9;0.086;0.086;5;;;
4;9;2019;3;A2;7.4;0.081;0.081;5;;;
4;9;2019;3;A3;6.3;0.063;0.063;5;;;
4;9;2019;3;A4;4.8;0.037;0.037;5;;;
4;9;2019;3;A5;6.7;0.057;0.057;5;;;
4;9;2019;3;A6;5.4;0.050;0.050;5;;;
4;9;2019;3;B1;8.0;0.074;0.074;5;;;
4;9;2019;3;B2;11.5;0.124;0.124;5;;;
4;9;2019;3;B3;3.9;0.073;0.073;5;;;
4;9;2019;3;B4;NA;NA;0.0955;5;;;
4;9;2019;3;B5;9.9;0.061;0.061;5;;;
4;9;2019;3;B6;2.0;0.035;0.035;5;;;
4;9;2019;3;C1;3.2;0.033;0.033;5;;;
4;9;2019;3;C2;1.8;0.034;0.034;5;;;
4;9;2019;3;C3;6.7;0.055;0.055;5;;;
4;9;2019;3;C4;2.4;0.031;0.031;5;;;
4;9;2019;3;C5;2.8;0.052;0.052;5;;;
4;9;2019;3;C6;2.0;0.060;0.060;5;;;
4;9;2019;3;D1;1.8;0.034;0.034;5;;;
4;9;2019;3;D2;8.9;0.069;0.069;5;;;
4;9;2019;3;D3;5.4;0.050;0.050;5;;;
4;9;2019;3;D4;1.9;0.034;0.034;5;;;
4;9;2019;3;D5;2.8;0.038;0.038;5;;;
4;9;2019;3;D6;10.4;0.115;0.115;5;;;
4;9;2019;3;E1;3.3;0.068;0.068;5;;;
4;9;2019;3;E2;2.6;0.094;0.094;5;;;
4;9;2019;3;E3;2.8;0.084;0.084;5;;;
4;9;2019;3;E4;NA;0.038;0.038;5;;;
4;9;2019;3;E5;1.8;0.040;0.040;5;;;
4;9;2019;3;E6;9.2;0.090;0.090;5;;;
4;9;2019;3;F1;10.6;0.104;0.104;5;;;
4;9;2019;3;F2;7.6;0.047;0.047;5;;;
4;9;2019;3;F3;8.5;0.093;0.093;5;;;
4;9;2019;3;F4;2.9;NA;0.0955;5;;;
4;9;2019;3;F5;2.1;0.052;0.052;5;;;
4;9;2019;3;F6;7.4;0.056;0.056;5;;;
4;9;2019;4;A1;11.0;0.169;0.169;5;;;
4;9;2019;4;A2;10.4;0.102;0.102;5;;;
4;9;2019;4;A3;10.4;0.150;0.150;5;;;
4;9;2019;4;A4;10.8;0.166;0.166;5;;;
4;9;2019;4;A5;9.6;0.116;0.116;5;;;
4;9;2019;4;A6;2.5;0.111;0.111;5;;;
4;9;2019;4;B1;11.9;0.180;0.180;5;;;
4;9;2019;4;B2;9.5;0.161;0.161;5;;;
4;9;2019;4;B3;8.8;0.115;0.115;5;;;
4;9;2019;4;B4;10.7;0.126;0.126;5;;;
4;9;2019;4;B5;9.8;0.078;0.078;5;;;
4;9;2019;4;B6;10.8;0.143;0.143;5;;;
4;9;2019;4;C1;11.3;0.178;0.178;5;;;
4;9;2019;4;C2;9.7;0.132;0.132;5;;;
4;9;2019;4;C3;11.2;0.141;0.141;5;;;
4;9;2019;4;C4;10.8;0.113;0.113;5;;;
4;9;2019;4;C5;6.4;0.067;0.067;5;;;
4;9;2019;4;C6;9.0;0.112;0.112;5;;;
4;9;2019;4;D1;26.6;0.221;0.221;5;;;
4;9;2019;4;D2;11.6;0.197;0.197;5;;;
4;9;2019;4;D3;10.1;0.099;0.099;5;;;
4;9;2019;4;D4;11.5;0.145;0.145;5;;;
4;9;2019;4;D5;9.9;0.027;0.027;5;;;
4;9;2019;4;D6;11.6;0.200;0.200;5;;;
4;9;2019;4;E1;9.3;0.017;0.017;5;;;
4;9;2019;4;E2;11.9;0.169;0.169;5;;;
4;9;2019;4;E3;8.6;0.088;0.088;5;;;
4;9;2019;4;E4;7.3;0.076;0.076;5;;;
4;9;2019;4;E5;2.2;0.067;0.067;5;;;
4;9;2019;4;E6;6.8;0.075;0.075;5;;;
4;9;2019;4;F1;10.3;0.110;0.110;5;;;
4;9;2019;4;F2;2.5;0.026;0.026;5;;;
4;9;2019;4;F3;8.0;0.069;0.069;5;;;
4;9;2019;4;F4;8.8;0.085;0.085;5;;;
4;9;2019;4;F5;10.5;0.142;0.142;5;;;
4;9;2019;4;F6;9.6;0.099;0.099;5;;;
4;9;2019;5;A1;11.7;0.189;0.189;5;;;
4;9;2019;5;A2;11.6;0.200;0.200;5;;;
4;9;2019;5;A3;8.4;0.097;0.097;5;;;
4;9;2019;5;A4;7.6;0.086;0.086;5;;;
4;9;2019;5;A5;10.7;0.150;0.150;5;;;
4;9;2019;5;A6;12.0;0.172;0.172;5;;;
4;9;2019;5;B1;7.9;0.092;0.092;5;;;
4;9;2019;5;B2;9.6;0.107;0.107;5;;;
4;9;2019;5;B3;7.5;0.075;0.075;5;;;
4;9;2019;5;B4;NA;NA;0.156 ;5;;;
4;9;2019;5;B5;11.4;0.175;0.175;5;;;
4;9;2019;5;B6;11.2;0.152;0.152;5;;;
4;9;2019;5;C1;8.2;0.094;0.094;5;;;
4;9;2019;5;C2;NA;NA;0.156 ;5;;;
4;9;2019;5;C3;10.7;0.113;0.113;5;;;
4;9;2019;5;C4;10.0;0.115;0.115;5;;;
4;9;2019;5;C5;11.0;0.149;0.149;5;;;
4;9;2019;5;C6;12.0;0.157;0.157;5;;;
4;9;2019;5;D1;10.7;0.147;0.147;5;;;
4;9;2019;5;D2;9.4;0.125;0.125;5;;;
4;9;2019;5;D3;10.0;0.134;0.134;5;;;
4;9;2019;5;D4;10.0;0.132;0.132;5;;;
4;9;2019;5;D5;11.2;0.195;0.195;5;;;
4;9;2019;5;D6;11.0;0.194;0.194;5;;;
4;9;2019;5;E1;10.4;0.115;0.115;5;;;
4;9;2019;5;E2;7.5;0.111;0.111;5;;;
4;9;2019;5;E3;8.9;0.129;0.129;5;;;
4;9;2019;5;E4;7.4;0.106;0.106;5;;;
4;9;2019;5;E5;14.0;0.152;0.152;5;;;
4;9;2019;5;E6;10.3;0.121;0.121;5;;;
4;9;2019;5;F1;9.6;0.147;0.147;5;;;
4;9;2019;5;F2;5.8;0.054;0.054;5;;;
4;9;2019;5;F3;6.9;0.056;0.056;5;;;
4;9;2019;5;F4;NA;NA;0.156 ;5;;;
4;9;2019;5;F5;NA;NA;0.156 ;5;;;
4;9;2019;5;F6;10.8;0.022;0.022;5;;;
4;9;2019;6;A1;23.9;0.229;0.229;5;;;
4;9;2019;6;A2;11.4;0.193;0.193;5;;;
4;9;2019;6;A3;8.9;0.119;0.119;5;;;
4;9;2019;6;A4;11.9;0.158;0.158;5;;;
4;9;2019;6;A5;11.6;0.173;0.173;5;;;
4;9;2019;6;A6;10.4;0.147;0.147;5;;;
4;9;2019;6;B1;11.4;0.174;0.174;5;;;
4;9;2019;6;B2;12.1;0.213;0.213;5;;;
4;9;2019;6;B3;10.2;0.125;0.125;5;;;
4;9;2019;6;B4;11.2;0.152;0.152;5;;;
4;9;2019;6;B5;11.6;0.194;0.194;5;;;
4;9;2019;6;B6;11.3;0.177;0.177;5;;;
4;9;2019;6;C1;11.8;0.164;0.164;5;;;
4;9;2019;6;C2;11.6;0.173;0.173;5;;;
4;9;2019;6;C3;11.2;0.170;0.170;5;;;
4;9;2019;6;C4;10.5;0.153;0.153;5;;;
4;9;2019;6;C5;5.9;0.127;0.127;5;;;
4;9;2019;6;C6;12.2;0.177;0.177;5;;;
4;9;2019;6;D1;10.4;0.166;0.166;5;;;
4;9;2019;6;D2;9.1;0.103;0.103;5;;;
4;9;2019;6;D3;10.4;0.164;0.164;5;;;
4;9;2019;6;D4;10.3;0.152;0.152;5;;;
4;9;2019;6;D5;10.7;0.153;0.153;5;;;
4;9;2019;6;D6;8.1;0.113;0.113;5;;;
4;9;2019;6;E1;10.6;0.213;0.213;5;;;
4;9;2019;6;E2;10.4;0.128;0.128;5;;;
4;9;2019;6;E3;10.4;0.187;0.187;5;;;
4;9;2019;6;E4;9.6;0.125;0.125;5;;;
4;9;2019;6;E5;10.3;0.137;0.137;5;;;
4;9;2019;6;E6;10.3;0.123;0.123;5;;;
4;9;2019;6;F1;10.0;0.171;0.171;5;;;
4;9;2019;6;F2;10.6;0.201;0.201;5;;;
4;9;2019;6;F3;11.4;0.194;0.194;5;;;
4;9;2019;6;F4;10.2;0.117;0.117;5;;;
4;9;2019;6;F5;11.5;0.136;0.136;5;;;
4;9;2019;6;F6;11.3;0.144;0.144;5;;;
4;9;2019;7;A1;10.2;0.134;0.134;5;;;
4;9;2019;7;A2;10.4;0.174;0.174;5;;;
4;9;2019;7;A3;10.8;0.232;0.232;5;;;
4;9;2019;7;A4;10.8;0.141;0.141;5;;;
4;9;2019;7;A5;8.3;0.101;0.101;5;;;
4;9;2019;7;A6;10.4;0.153;0.153;5;;;
4;9;2019;7;B1;10.6;0.117;0.117;5;;;
4;9;2019;7;B2;7.6;0.118;0.118;5;;;
4;9;2019;7;B3;9.9;0.184;0.184;5;;;
4;9;2019;7;B4;10.5;0.136;0.136;5;;;
4;9;2019;7;B5;8.0;0.144;0.144;5;;;
4;9;2019;7;B6;8.0;0.166;0.166;5;;;
4;9;2019;7;C1;11.0;0.145;0.145;5;;;
4;9;2019;7;C2;11.0;0.187;0.187;5;;;
4;9;2019;7;C3;10.0;0.143;0.143;5;;;
4;9;2019;7;C4;10.2;0.109;0.109;5;;;
4;9;2019;7;C5;10.0;0.106;0.106;5;;;
4;9;2019;7;C6;10.1;0.126;0.126;5;;;
4;9;2019;7;D1;10.5;0.144;0.144;5;;;
4;9;2019;7;D2;11.5;0.166;0.166;5;;;
4;9;2019;7;D3;9.9;0.124;0.124;5;;;
4;9;2019;7;D4;10.3;0.139;0.139;5;;;
4;9;2019;7;D5;9.6;0.116;0.116;5;;;
4;9;2019;7;D6;9.9;0.115;0.115;5;;;
4;9;2019;7;E1;NA;NA;0.169 ;5;;;
4;9;2019;7;E2;11.1;0.212;0.212;5;;;
4;9;2019;7;E3;10.3;0.169;0.169;5;;;
